         105324242 function calls (104113373 primitive calls) in 111.796 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    48418    0.008    0.000    0.008    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:222(external_values)
    48427    0.008    0.000    0.008    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/shape_base.py:78(_atleast_2d_dispatcher)
    48390    0.008    0.000    0.008    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:339(_nanmax_dispatcher)
    48418    0.008    0.000    0.008    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:272(inferred_type)
        5    0.000    0.000    0.008    0.002 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1311(<listcomp>)
    48392    0.007    0.000    0.007    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:929(_validate_key)
    48418    0.007    0.000    0.007    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:938(_has_valid_setitem_indexer)
        1    0.000    0.000    0.007    0.007 <__array_function__ internals>:2(vstack)
        1    0.000    0.000    0.007    0.007 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/shape_base.py:223(vstack)
       31    0.007    0.000    0.007    0.000 {pandas._libs.lib.infer_dtype}
       10    0.007    0.001    0.007    0.001 {pandas._libs.algos.take_2d_axis0_float64_float64}
   100000    0.007    0.000    0.007    0.000 {method 'date' of 'datetime.datetime' objects}
        3    0.000    0.000    0.007    0.002 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3591(_take_with_is_copy)
        3    0.000    0.000    0.006    0.002 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3492(take)
       28    0.000    0.000    0.006    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:935(_get_values)
        3    0.000    0.000    0.006    0.002 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1454(take)
       31    0.000    0.000    0.006    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:4149(_reduce)
       28    0.000    0.000    0.006    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1602(get_slice)
        2    0.000    0.000    0.006    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:3049(_getitem_bool_array)
        8    0.006    0.001    0.006    0.001 {built-in method builtins.sum}
        1    0.000    0.000    0.005    0.005 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/tools/datetimes.py:143(_maybe_cache)
       10    0.005    0.001    0.005    0.001 {pandas._libs.algos.take_2d_axis0_int64_int64}
        1    0.000    0.000    0.005    0.005 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:3834(map)
        5    0.000    0.000    0.005    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:3142(get_indexer)
        1    0.000    0.000    0.005    0.005 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:846(_map_values)
        8    0.000    0.000    0.005    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:3147(__setitem__)
      172    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(putmask)
        8    0.000    0.000    0.005    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:3231(_set_item)
       28    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:11051(sum)
       28    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10782(sum)
       28    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10747(_min_count_stat_function)
       29    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:61(_f)
        5    0.004    0.001    0.004    0.001 {pandas._libs.algos.take_2d_axis1_int64_int64}
    45/23    0.001    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:250(__new__)
       28    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:4782(isnull)
       28    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:7479(isnull)
       34    0.001    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:202(_isna_ndarraylike)
        1    0.000    0.000    0.004    0.004 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:780(__init__)
        1    0.000    0.000    0.004    0.004 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1039(_make_engine)
        1    0.002    0.002    0.004    0.004 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1853(__init__)
       29    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:377(new_func)
        1    0.004    0.004    0.004    0.004 {method 'unique' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
        8    0.000    0.000    0.004    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3824(_set_item)
        5    0.004    0.001    0.004    0.001 {method 'unique' of 'pandas._libs.hashtable.Int64HashTable' objects}
       30    0.000    0.000    0.003    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1379(maybe_cast_to_datetime)
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:82(concat)
       28    0.000    0.000    0.003    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/range.py:757(__getitem__)
       21    0.000    0.000    0.003    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1273(maybe_infer_to_datetimelike)
      9/1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap>:986(_find_and_load)
      9/1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
       28    0.000    0.000    0.003    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:516(nansum)
      9/1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap>:650(_load_unlocked)
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:469(get_result)
      8/1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap_external>:777(exec_module)
        2    0.003    0.001    0.003    0.001 {pandas._libs.lib.infer_datetimelike_array}
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:35(concatenate_block_managers)
     11/1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      8/1    0.000    0.000    0.003    0.003 {built-in method builtins.exec}
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/computation/expressions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/construction.py:333(_homogenize)
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/computation/check.py:1(<module>)
        1    0.003    0.003    0.003    0.003 {method 'unique' of 'pandas._libs.hashtable.StringHashTable' objects}
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/compat/_optional.py:60(import_optional_dependency)
        2    0.000    0.000    0.003    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:1027(_getitem_iterable)
        1    0.000    0.000    0.003    0.003 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/importlib/__init__.py:109(import_module)
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap>:1002(_gcd_import)
       97    0.000    0.000    0.003    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/codecs.py:319(decode)
        6    0.000    0.000    0.003    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1176(insert)
       32    0.000    0.000    0.003    0.000 {method 'sum' of 'numpy.ndarray' objects}
        5    0.003    0.001    0.003    0.001 {pandas._libs.algos.take_2d_axis1_float64_float64}
       28    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:1430(__invert__)
        7    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:256(_get_hashtable_algo)
       32    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:45(_sum)
       97    0.002    0.000    0.002    0.000 {built-in method _codecs.utf_8_decode}
        7    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:291(_check_object_for_strings)
        8    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:303(_concatenate_join_units)
       28    0.002    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:319(_slice)
        1    0.000    0.000    0.002    0.002 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/__init__.py:11(<module>)
        5    0.002    0.000    0.002    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
        6    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5544(insert)
        2    0.000    0.000    0.002    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10690(_stat_function)
        2    0.000    0.000    0.002    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:97(f)
      552    0.001    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:703(is_integer_dtype)
       28    0.000    0.000    0.002    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:372(apply)
        2    0.001    0.001    0.001    0.001 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
       14    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:6023(_maybe_cast_data_without_dtype)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1358(_open_handles)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:491(get_handle)
       13    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:2127(inferred_type)
       31    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:241(_get_values)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:11162(median)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10730(median)
        4    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4216(_update_inplace)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:647(nanmedian)
        8    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:313(<listcomp>)
        5    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1803(is_boolean)
       16    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:231(get_reindexed_values)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:996(astype_nansafe)
       14    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:403(_split_op_result)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:672(get_median)
        2    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:4453(fillna)
        2    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:6255(fillna)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:890(_find_spec)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1089(__exit__)
        6    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4175(_coerce_scalar_to_index)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:821(close)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1987(close)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1419(close)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:81(close)
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
        2    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:372(_init_dict)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:849(get_code)
        8    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:348(_get_empty_dtype_and_na)
        2    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexing.py:1222(_get_listlike_indexer)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
        3    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/construction.py:632(create_series_with_explicit_dtype)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/tools/datetimes.py:267(_convert_listlike_datetimes)
       36    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:1534(_get_take_nd_function)
        4    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4946(get_indexer_for)
       31    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:542(maybe_promote)
        2    0.000    0.000    0.001    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5566(drop)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:2(nanmedian)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:1022(nanmedian)
      2/1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/function_base.py:3378(_ureduce)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:973(_nanmedian)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/nanfunctions.py:960(_nanmedian1d)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:11107(mean)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:10725(mean)
        1    0.000    0.000    0.001    0.001 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:2032(objects_to_datetime64ns)
        1    0.001    0.001    0.001    0.001 {built-in method pandas._libs.tslib.array_to_datetime}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(median)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/function_base.py:3438(median)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/function_base.py:3528(_median)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:3478(reindex)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:581(nanmean)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:620(fillna)
       76    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:425(_get_upcast_classes)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:420(fillna)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
       34    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:60(take)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:451(_select_upcast_cls_from_dtype)
      517    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      203    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1307(is_float_dtype)
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:101(concat_compat)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1764(is_unique)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/range.py:357(get_indexer)
        8    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1951(_fast_count_smallints)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:232(_rebuild_blknos_and_blklocs)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(partition)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:660(partition)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:11(<module>)
       31    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:197(_maybe_get_mask)
       13    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4393(equals)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:11(<module>)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1572(construct_1d_arraylike_from_scalar)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1829(_simple_blockify)
       46    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:198(asarray_tuplesafe)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1032(_putmask_simple)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:306(__init__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/utils.py:116(_init_num_threads)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1099(create_module)
      253    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2505(_maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/lib/index_tricks.py:316(__getitem__)
       22    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/utils.py:98(set_num_threads)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:225(maybe_convert_indices)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:476(_is_uniform_join_units)
       54    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1863(_asarray_compat)
       28    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/warnings.py:130(filterwarnings)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:969(get_data)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/algorithms.py:73(_ensure_data)
       14    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:126(__init__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/re.py:250(compile)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:607(NumExpr)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:535(_get_new_axes)
       24    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:491(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:537(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexers.py:181(validate_indices)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/series.py:4778(isna)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:52(<listcomp>)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(append)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:7416(isna)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:92(_get_mgr_concatenation_plan)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3425(_maybe_cache_changed)
        1    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/random.py:386(choices)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_asarray.py:221(require)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:209(is_na)
        5    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
